uuid,old_name,new_name,type
12ce83f5-6029-3b58-b03d-8721560be5cc,"Guar, at plant",Guar; at plant,flow
bdcc4860-85cc-34ac-b063-7d15bdfab77d,"Ductile Iron Pipe, 8""","Ductile iron pipe; 8""",flow
4b4d38d5-b196-3075-8f90-27fa7e45d92b,"Electricity, hydropower, at power plant, unspecified",Electricity; hydropower; at power plant,flow
71d51354-3788-306a-ae93-339237e33609,"Adhesives and binders, asphalt flake, cellulosic fiberboard","Adhesives and binders; asphalt flake, cellulosic fiberboard",flow
5879ea97-e285-46cb-a5bf-0cd6593b0162,"Mixed MSW, landfilled","Mixed municipal solid waste, landfilled",flow
fae9659e-517b-3574-b54e-e2a7c0df56b1,Styrene-butadiene-styrene (SBS) block copolymer; at plant,"Styrene-butadiene-styrene, SBS, block copolymer; at plant",flow
4a431634-5574-381d-a98f-9eefc4c4e170,"Light emitting diode, LED, at plant",Light emitting diode; LED; at plant,flow
a0c8c666-421f-30b3-80b4-2ea09817e105,"Aluminum, secondary, shape casted",Aluminum secondary; shape casted,flow
1906c973-fe26-3620-a984-29eb8404e949,"Scanner, i710 desktop and i730EX desktop",Scanner; i710 desktop and i730EX desktop,flow
b35f19b6-e7e8-3c7a-a11e-1e5704413261,"Tailings, stockpiled, on-site, for unspecified beneficial use","Tailings; stockpiled, for unspecified beneficial use; on-site",flow
d87221d8-e9f6-3054-86c1-3fab2ed1fd37,"Tall oil, at bleached kraft market pulp mill",Tall oil; at bleached kraft market pulp mill,flow
55390fc1-68ba-3853-a716-54ba43042bc3,"Precipitated calcium carbonate, at plant",Precipitated calcium carbonate; at plant,flow
1161a48b-0650-3b74-9c13-09e121281ed8,"Melamine urea formaldehyde, MF, hardener, at plant","Melamine urea formaldehyde, MF; hardener; at plant",flow
cc48bee8-d06c-3d12-bd1e-d31f176d307c,"Pulp slurry, sulfite, bleached, average production, at mill","Pulp slurry; sulfite, bleached; at mill",flow
c4f0f821-74ba-37a7-8ca7-b9a943897f6f,"Soy-based polyol, at plant",Soy-based polyol; at plant,flow
6c65fc34-c25e-3eb4-bc92-15bbfc457725,"Transport, ocean freighter, diesel powered",Transport; ocean freighter; diesel powered,flow
624b6420-78ba-4b8b-a374-fbc1be60a081,"Disposal, chemical waste, unspecified, to sanitary landfill","Disposal, chemical waste; to sanitary landfill",flow
2d5dd09c-40ce-4c77-80d1-af73e077ddd9,"Disposal, nuclear waste, low and medium active","Disposal, nuclear waste; high active",flow
0ce1477a-bded-3ebc-961e-8edee183385e,"Disposal, hazardous waste, deposited","Disposal, hazardous waste; deposited",flow
60ff0c9f-006e-40dd-a7ed-149befb2d7d5,"Cobalt chloride, at plant",Cobalt chloride; at plant,flow
349f80aa-ecfc-39ac-b674-a1721178e49b,"Automotive painting, top coat, per vehicle",Automotive painting; top coat; per vehicle,flow
c4069217-dfd4-324a-9243-2ee8058809d6,"Refinery gas, at refinery",Refinery gas; at refinery,flow
cb79b397-e4c5-4156-ad88-b91735997332,"Disposal, slag, to unspecified treatment","Disposal, slag; to unspecified treatment",flow
94755eaa-c6ec-32d3-b687-b94ed0a53e5f,"Transport, single unit truck, electricity powered",Transport; single unit truck; electricity powered,flow
fb04b6b4-d5f2-3848-b58d-bf33dc947977,"Highlighter, at plant",Highlighter; at plant,flow
9faf9282-0a9b-329e-9d31-a6fc6dc4697d,"Continuous strand mat, glass fiber based, at plant",Continuous strand mat; glass fiber based; at plant,flow
b226b8b5-beba-3967-a513-eae8fb23e014,"Silicone dioxide, at plant",Silicone dioxide; at plant,flow
b8ede463-f570-46b5-aff2-cceb34ed47c5,"Zinc oxide, at plant",Zinc oxide; at plant,flow
6017696f-9086-3999-ba8e-49de557fa036,"Alloying additives, at plant",Alloying additives; at plant,flow
302c5fbd-433f-4b2a-bc4e-ca12d09b6d6d,"Nitric acid, at plant",Nitric acid; at plant,flow
cda9a32d-b7f5-34b1-ae03-69f749c1952a,"Tetrabromophthalic acid, at plant",Tetrabromophthalic acid; at plant,flow
a5c7d642-4e3a-40af-a919-a2f7601340b0,"Ethylene glycol, at plant, kg",Ethylene glycol; at plant,flow
9f72ac52-c1fd-35fc-a294-9f779b15048f,"Epoxy, resin, at plant",Epoxy; resin; at plant,flow
7353751b-4b85-367e-a076-18f2eef8a00c,"Sodium silicate, spray powder 80%, at plant",Sodium silicate; spray powder 80%; at plant,flow
32519fd3-a31a-4e32-821b-85811787c72e,"Disposal, composite scrap, to unspecified treatment","Disposal, composite scrap; to unspecified treatment",flow
978edced-2a22-4e85-bb6b-b578e7df113e,"Disposal, metal waste, unspecified","Disposal, metal waste; unspecified",flow
7d9ed48b-6627-3b70-a84b-b16dbf9fbf4f,"Transport, refuse truck, gasoline powered",Transport; refuse truck; gasoline powered,flow
362766f2-92c0-4ef4-a11f-86257a266609,"Disposal, cement kiln dust, in residual material landfill","Disposal, cement kiln dust; in residual material landfill",flow
ad6dbe21-c035-33ff-a3dc-cdd717e987eb,"Recycled waste, unspecified",Recycled waste; unspecified,flow
bd4e8ef2-5faa-4448-a1d8-5e15ed932e79,"Carbon fiber, at plant",Carbon fiber; at plant,flow
59e4639e-ee0a-34ce-8c0f-d21078680506,"Polycarbonate, at plant",Polycarbonate; at plant,flow
a1242640-8306-366c-9c55-6dfd23e77bd7,"Transport, barge, diesel powered",Transport; barge; diesel powered,flow
fb62f38b-09c1-42c0-aaa1-53a1c7b53200,"Disposal, metal, to recycling","Disposal, nuclear waste; low and medium active",flow
e600b640-5039-347e-a647-15779b4b5edc,"Tillage, rolling",Tillage; rolling,flow
3c99c084-63c8-3dfc-883c-952679914806,"In-mold coating, styrene-based, at plant",In-mold coating; styrene-based; at plant,flow
f775ca41-3cd1-31c7-8419-96823b79360a,"Potassium sulphate alum, as K2O, hardboard","Potassium sulphate alum, as K2O; hardboard",flow
6b90c65e-8118-3961-ae9e-0240af53dcc5,"Initiator, MEKP, at plant",Initiator; MEKP; at plant,flow
d8ee4bfd-61cc-44c1-8b6a-36a639b0af24,"Disposal, corrosive and toxic liquids, unspecified, to sanitary landfill","Disposal, corrosive and toxic liquids; unspecified; to sanitary landfill",flow
3a13cb3c-471d-3a9a-8870-132951293cbe,"Quaternary (DDAC), at plant","Quaternary, DDAC; at plant",flow
3aea9aff-9970-44ab-bc58-44e8ecfe32e0,"Lithium brine, pre-treated, at plant",Lithium brine; pre-treated; at plant,flow
1a34089c-3f9a-3afb-9ca6-93a4c7d6424e,"Transport, single unit truck, short-haul, compressed natural gas powered","Transport; single unit truck, short-haul; compressed natural gas powered",flow
2593a8b8-4eff-373f-b50c-cb4cf610ecb7,"Steel, liquid, at plant",Steel; liquid; at plant,flow
96fa7e78-b96d-4365-abce-db999d654ced,"Disposal, wastewater treatment plant residuals, to uns. beneficial use","Disposal, wastewater treatment plant residuals; to unspecified beneficial use",flow
8d3a14b7-0a6c-4b45-9d9c-31400b9bc14b,"Disposal, mining waste, underground deposit","Disposal, mining waste; underground deposit",flow
bf366291-fb38-4901-9c96-16472193b680,"Fuel gas, produced onsite, at cracker, m3",Fuel gas; produced onsite; at cracker,flow
894d8eff-5aa2-36a0-af0e-e0cadff322f9,"Thermoforming, rigid polypropylene part, at plant",Thermoforming; rigid polypropylene part; at plant,flow
feb3d390-bacc-37ce-8568-1776c96a78a1,"Deposit containers, at collection, California Refund Value, CRV",Deposit containers; at California Refund Value collection,flow
951c1363-df44-4193-b009-4ccf6aead11b,"Disposal, nuclear waste, high active","Disposal, packaging; unspecified treatment",flow
b542d7e8-a3a0-4422-a43c-36cdf9d6bf1f,"Disposal, anthracite coal combustion byproducts, to unspecified reuse","Disposal, fly ash; to unspecified landfill",flow
ec45ebbc-909d-347c-b810-ad895485bcba,"Ethanol, 85%, at blending terminal",Ethanol; 85%; at blending terminal,flow
2a933594-27c4-388e-aac7-e4a6401578a6,"Foundry sand, at mine",Foundry sand; at mine,flow
d968271a-1b25-4a28-b160-afd92b39fe74,"Iron scrap, at plant",Iron scrap; at plant,flow
e039be4c-037a-36c4-822a-e55803432f61,"Transport, school bus, diesel powered",Transport; school bus; diesel powered,flow
24e6bc97-3d11-4a73-8598-8965c7dd9927,"Steel; sections, at plant",Steel; sections; at plant,flow
0052bd8e-51b1-4f8e-b128-53f9ab55469d,"Proton exchange water electrolysis stack; 1 MW, at plant",Proton exchange water electrolysis stack; 1 MW; at plant,flow
12f3be27-4d77-4668-a021-071096d78b3f,"Disposal, oil waste, to unspecified treatment","Disposal, oil waste; to unspecified treatment",flow
4a72778b-37b3-3c70-bcdc-b47701e7fe74,"Styrene, at plant",Styrene; at plant,flow
0702afcb-0b66-3f30-a5c7-e10fbe896a4b,Pulpwood; sftwd; state-private moist cold forest; gentle slope; at frst rd,"Pulpwood, softwood; state-private moist cold forest, gentle slope; at forest road",flow
8ca9c802-e837-30d6-a921-3bc7ea7d8448,"Electricity, at wind power plant, unspecified",Electricity; at wind power plant,flow
83a2d23e-a668-3b97-a037-371c67c18ccf,"Transport, transit bus, diesel powered",Transport; transit bus; diesel powered,flow
dc308661-492e-3961-9ae7-21a8717f7d1e,"Printed wiring board, surface mounted, unspec., Pb free, at plant",Printed wiring board; surface mounted; Pb free; at plant,flow
0e01c9d6-30cd-4d7f-ae3c-402dc752c78c,"Disposal, copper compounds, to sanitary landfill","Disposal, copper compounds; to sanitary landfill",flow
598fd038-1a5b-432b-b8d1-07d5dd1b3e63,"Disposal, resins, unspecified, to sanitary landfill","Disposal, resins; unspecified; to sanitary landfill",flow
f9bfebc3-932f-3427-827a-a4972c05203c,"Roundwood, hardwood, average, at forest road","Roundwood; hardwood, average; at forest road",flow
be74a03d-4243-3926-abc7-a1f03a076f66,"Single-ply, white, polyester reinforced PVC roofing membrane, 80 mils - 2.032 mm","Single-ply white polyester reinforced PVC roofing membrane; 80 mils, 2.032 mm",flow
1ca3b8d5-a002-41c1-bdce-8db63ea6291e,"Polyethylene, linear low-density, LLDPE, virgin resin, at plant","Linear low-density polyethylene, LLDPE; virgin resin; at plant",flow
5d708f00-f96d-39a8-9725-07914e221a18,"Acrylic acid, at plant",Acrylic acid; at plant,flow
b02afc35-d93c-3d91-a540-d73cbae63c20,"Compression molding, rigid composites part, at plant",Compression molding; rigid composites part; at plant,flow
c427c277-1d6f-3caf-a86d-31d08e26bfcd,"Nylon 6, at plant",Nylon 6; at plant,flow
216029f7-6004-43da-a8ed-f835d88d18d0,"Disposal, filters, to sanitary landfill","Disposal, filters; to sanitary landfill",flow
8191e38b-421f-4348-a2e0-29303147f2d1,"Recycling, solid waste, to recycling or reuse","Recycling, solid waste; to recycling or reuse",flow
996ff18b-a044-37b1-a96a-c59d24e4ebd4,"Liquefied petroleum gas, dispensed at pump",Liquefied petroleum gas; dispensed at pump,flow
0cce541b-c427-3bc0-bc0b-349945225c9c,"Recycled postconsumer polyethylene terephthalate, PET, pellet","Recycled postconsumer polyethylene teraphthalate, rPET; pellet",flow
15505295-3581-43ec-a149-ba5ee554e384,"Disposal, LLDPE scrap, to unspecified treatment","Disposal, LLDPE scrap; to unspecified treatment",flow
ba7d79aa-afb7-42ea-b593-0517bea19996,"Hydrogen fluoride, at plant",Hydrogen fluoride; at plant,flow
c3019f2c-8e84-4f0d-9529-093d2d0ae5e1,"Hydrochloric acid, at plant, kg",Hydrochloric acid; at plant,flow
6ceaf153-988e-43be-b18a-06e0059ae5e2,"Scanner, desktop,  E1025, E1035, S2040, S2050, S2060w, S2070, S2080w","Scanner, desktop; E1025, E1035, S2040, S2050, S2060w, S2070, S2080w",flow
b302c05a-fb69-4412-b1f9-3692b742b4d5,"Solid oxide electrolysis stack; 150 kW, at plant",Solid oxide electrolysis stack; 150 kW; at plant,flow
dc052870-f71b-3775-824c-2936683a57f5,"Toluene, at plant",Toluene; at plant,flow
7be718cb-0d59-42d6-93c4-213cd5a1ad44,"Disposal, tailings waste, underground deposit ","Disposal, tailings waste; underground deposit",flow
3c6ecea9-ce37-3aa8-829b-f2f163d33d84,"Urea formaldehyde, UF, resin, neat, 65% solids","Urea formaldehyde, UF; virgin resin, neat; at plant; 65% solids",flow
628c07ec-0802-39c1-ab88-1c62848ef436,"Transport, combination truck, diesel powered",Transport; combination truck; diesel powered,flow
f4364ab6-cb8c-3b5c-a9d7-dfe57ac7bceb,"Ethanol, denatured, corn dry mill",Ethanol; denatured; corn dry mill,flow
e9890552-edd9-47e5-abd1-3d6ad19fdb92,Nylon 6-6 - GLO,Nylon 6-6,flow
db500fb7-bdfa-4435-ad4d-76363b686b63,"Ammonium chloride, at plant",Ammonium chloride; at plant,flow
fcca6571-d78a-36ad-812a-9b55de1565d8,"Switchgrass, at conversion plant",Switchgrass; at conversion plant,flow
4bdb6faa-e48f-3f6b-9f39-4fe99814592a,"Byproduct of aluminum casting, SPM, liquid residuals","Byproduct of aluminum casting, SPM; liquid residuals",flow
8929cc75-0d98-480c-a17e-3ff563dc5a81,"Disposal, baghouse dust, to sanitary landfill","Disposal, baghouse dust; to sanitary landfill",flow
d098c58b-74d9-388a-a7c5-8ce5f9e09056,"Adhesive tube dispensers, at plant",Adhesive tube dispensers; at plant,flow
87cac410-bc04-3db7-9c32-715f295fc4d9,"Switch, toggle type",Switch; toggle type,flow
39e5fecd-0772-3879-8636-7e25c6a5423b,Bark; hardwood; average; Low Intensity Management,"Bark; hardwood, average; low intensity management",flow
d939590b-a0d7-310c-8952-9921ed64a078,"Diesel, at refinery",Diesel; at refinery,flow
cc5415fd-2095-31f1-8e53-c5fcd2fd8c54,"Polystyrene, exapnded, EPS, virgin resin; batch suspension polymerization; industry average, at plant","Expanded polystyrene, EPS; virgin resin, batch suspension polymerization; at plant",flow
adadf282-2c56-365f-a20d-29411260d5c5,"Transport, motor home, diesel powered",Transport; motor home; diesel powered,flow
85692388-cee7-3f08-825f-e3c2b346f658,"Plasticshot, polyurea formaldehyde, at plant",Plasticshot; polyurea formaldehyde; at plant,flow
ae3d348a-6d3d-4d25-a27b-23662961197e,"Disposal, medium radioactive waste",Disposal; medium radioactive waste,flow
c6d7aa25-d51f-3f63-ac07-e2fe4348c3b5,"Pulp slurry, kraft market, bleached, average production, at mill","Pulp slurry; kraft market, bleached; at mill",flow
018c2645-7622-321b-a9ef-760b1fd90371,"Copper, primary, at refinery",Copper; primary; at refinery,flow
cef3023f-b35f-41af-9ffc-dc1b6dea0b33,"Fatty acid, at market",Fatty acid; at market,flow
dc9e2784-a680-3a0b-a0ba-090565e356cb,Emulsion wax 53% solids,Emulsion wax; 53% solids,flow
4066d3d5-94b4-4304-8dab-0d85b00d5212,"Disposal, liquid wastes, unspecified, to sanitary landfill","Disposal, liquid wastes; to sanitary landfill",flow
7224edad-d8e7-48db-9fa7-0e49bbca75b6,"Disposal, solid waste, unspecified, to unspecified landfill","Disposal, solid waste; to unspecified landfill",flow
93b7a331-1544-4d46-96f5-19dfcf4173db,"Inverter, 500kW, at plant",Inverter; 500kW; at plant,flow
f048b817-44dd-35fd-b5c9-57049decec7b,"Packaging and information sheets, i2900 desktop scanner",Packaging and information sheets; i2900 desktop scanner,flow
39fa5db7-4bae-36f9-ae67-e2ccd67c318a,"Heat, at cogen with ignition biogas engine, allocation exergy",Heat; at cogen with ignition biogas engine; allocation exergy,flow
bf82ee43-e344-38b0-aaee-135d817e1624,"Cement bags, at plant",Cement bags; at plant,flow
6d0c9403-70b9-3549-9522-aee9cf6c92e4,"Polyvinylfluoride, at plant",Polyvinylfluoride; at plant,flow
56eda597-ee40-4540-80ed-b6eff6d6db83,"Disposal, general plant waste, to unspecified treatment","Disposal, general plant waste; to unspecified treatment",flow
072a4586-44d6-3428-a15c-8e1e8a0031cc,"Ammonia, steam reforming, liquid, at plant","Ammonia; steam reforming, liquid; at plant",flow
84f62ab2-b239-4940-9c20-b68880dfccfb,"Mixed MSW, combusted","Mixed municipal solid waste, combusted",flow
42362f39-adb4-3a8c-987c-491083c17728,"nickel, 99.5%, at plant",Nickel; at plant; 99.5%,flow
ab672c54-c7bf-48e1-bfa8-abbbc506b188,"Disposal, rubber, to sanitary landfill","Disposal, rubber; to sanitary landfill",flow
9bfe6496-9b72-3dc2-9098-512cb355da97,Flouropolymer (PVDF),"Flouropolymer, PVDF",flow
b20513f5-f6ff-4753-90e7-01e1b1e9eada,"Disposal, hazardous waste",Disposal; hazardous waste,flow
fe598843-aa58-4c99-b4a4-d47d9c8adbe5,"Steel; hot-dip galvanised coil, at plant",Steel; hot-dip galvanised coil; at plant,flow
c721bcd6-869a-354c-876e-22879d5781de,"Metal panel, insulated, at plant",Metal panel; insulated; at plant,flow
8d49dd43-aada-36f4-9bf3-feff7e3231c3,"Transport, combination truck, long-haul, compressed natural gas powered","Transport; combination truck, long-haul; compressed natural gas powered",flow
0a954583-49bd-3d80-8200-847790caf5b2,"Transport, light commercial truck, E85 powered",Transport; light commercial truck; E85 powered,flow
1e36f2f3-f848-38a0-bdcb-9f54b53d4a52,"mercury, liquid, at plant",Mercury; liquid; at plant,flow
d0477b6a-115f-350d-bbb4-7f62243e3476,"Polypropylene, PP, virgin resin, at plant","Polypropylene, PP; virgin resin; at plant",flow
f70346f9-746d-42cd-beb4-b991f9292b24,"Magnesium chloride, at plant",Magnesium chloride; at plant,flow
cba81a11-592f-3984-9f10-86b0607258d1,"Polybutadiene, butadiene rubber, BR, at plant","Polybutadiene, butadiene rubber, BR; at plant",flow
547976a9-cb16-4c41-99b6-c575f5e266de,"Disposal, acid pickling waste, to sanitary landfill","Disposal, acid pickling waste; to sanitary landfill",flow
39d97d55-5bb5-4e8d-8f33-a2f7dc8a5321,"Disposal, ferric oxide, to sanitary landfill","Disposal, ferric oxide; to sanitary landfill",flow
beaa8db7-97f9-4db4-a4c7-112ede974b62,"Corrugated product, 100% recycled, at mill",Corrugated product; 100% recycled; at mill,flow
339cbb8b-db3c-3571-915c-63f8c8fe8e89,"Concrete Pipe, 50""","Concrete pipe; 50""",flow
8e7b84f0-db57-4000-96ba-de12a24f8660,"Sodium borohydride, at plant",Sodium borohydride; at plant,flow
8cfb2070-ca25-3a96-adb9-e739e8cbb371,"Sulphate pulp, unbleached, at plant",Sulphate pulp; unbleached; at plant,flow
7dbbc8ce-f278-3771-92b2-084f2f5ce82b,"Petroleum coke, combusted in industrial boiler",Petroleum coke; combusted in industrial boiler,flow
de1939e8-b259-4d41-8d1c-588ebaa174b6,"Printer, AltaLink B8045/55 multi-functional device (MFD)",Printer; AltaLink b8045/55 multi-functional device,flow
d839207a-c7c8-4384-a286-9fb3dcae9601,"Disposal, other solid waste from plant, to uns. beneficial use","Disposal, coal ash; to uns. landfill",flow
7f0bccb1-c82f-3f27-9472-ab4d609ddbc8,"Concrete Pipe, 54""","Concrete pipe; 54""",flow
7232fd21-230a-4fee-a402-03dd23e2adf5,"Calcium chloride, 38%, at plant",Calcium chloride; 38%; at plant,flow
adf210b8-8591-425f-ab5a-c46b89e0eaa6,"Disposal, refractory material, to sanitary landfill","Disposal, refractory material; to sanitary landfill",flow
e00f3562-c739-394b-bf85-3f4f3b0c1536,"Plywood, at plywood plant",Plywood; at plywood plant,flow
96faac9e-83f4-39a1-884e-bbf486bd11f8,"Resorcinol, at plant",Resorcinol; at plant,flow
15a3f4f0-891f-34ed-8b59-ae817a22aff4,"Glycerine, at plant",Glycerine; at plant,flow
efac748e-8ba6-308e-9fd5-1f8088b4b54c,"Co-resin, UPR and styrene-based, at plant",Co-resin; UPR and styrene-based; at plant,flow
444f7585-f828-423d-8e36-5614650b7556,"Disposal, industrial solid waste","Disposal, ash; to unspecified landfill",flow
de044d6a-cc59-3669-a18d-89ebaa435b1e,"Monoethanolamine, MEA, at plant","Monoethanolamine, MEA; at plant",flow
34e7bdd1-21a3-375c-bbfa-7275ef4df586,"Mixed recyclables, at collection, curbside, weight basis",Mixed recyclables; at curbside collection,flow
56b7a8ed-81da-3b77-81bd-c4938168edce,"Calcium carbonate, ground, 20 micron, at plant","Calcium carbonate; ground, 20 micron; at plant",flow
3c4b0e5d-6500-4ada-9a2c-58e43ac96500,"Disposal, slag, deposited","Disposal, slag; deposited",flow
926274ff-8d7d-4700-90f7-de5387013911,"Scanner, department, S3060, S3100, S3120 ","Scanner, department; S3060, S3100, S3120",flow
541d0030-9f63-3ae8-acc5-5d35be0a4b0f,"TEA gas scrubber, at plant",Tea gas scrubber; at plant,flow
5acf07ec-9122-3be0-96be-9362ef4f1463,"Aluminum, cast, semi-permanent mold (SPM), at plant","Aluminum cast; semi-permanent mold, SPM; at plant",flow
cedd02c1-a6ca-4b1d-b5c4-ca08a550aa87,"Disposal, BOF slag, to unspecified treatment","Disposal, BOF slag; to unspecified treatment",flow
1b47c5e0-bead-406c-abe2-8014c70bf70b,"Disposal, other solid waste from plant, to uns. landfill","Disposal, other solid waste from plant; to uns. land application",flow
54c83916-3098-3270-948b-a9422dfc1afa,"Calcium borates, at plant",Calcium borates; at plant,flow
0e63d1db-e383-3c9a-b02a-b5eebafe87d1,"Transport, ocean freighter, average fuel mix",Transport; ocean freighter; average fuel mix,flow
c23e8504-4dbf-353a-a4e1-f3b84f6440b5,"Grain refiners, at plant",Grain refiners; at plant,flow
e47a831a-40a8-381a-bc31-368f4f6e2d70,"Release agent, unspecified, at plant",Release agent; unspecified; at plant,flow
d1940a7c-9f2e-3eef-84f7-9ef2d4442d29,"Electronic component, unspecified, at plant",Electronic component; unspecified; at plant,flow
c4164ab6-2a14-4db1-8a48-aa94cbfd4b4d,"Pultruded product, at plant",Pultruded product; at plant,flow
3df2a39b-5b73-3adf-8a06-5bdddd9cd43d,"Talc, at plant",Talc; at plant,flow
0ae83083-582a-385e-b524-ce333a47cda9,Old news paper,Old newspaper,flow
aa4962f4-005a-3312-8323-dbfe5999c26d,"Disposal, filter dust, unspecified treatment","Disposal, filter dust; unspecified treatment",flow
3d109ccf-c1a1-4dc8-8654-2c561164a454,"Hydrochloric acid, HCl, co-product MDI; at plant","Hydrochloric acid, HCl; co-product MDI; at plant",flow
b62daf19-4352-394e-a1e2-28d3227b021c,"Shot blast, unspecified",Shot blast; unspecified,flow
94f0594c-e37a-4990-82db-1569b1900e44,"Post-consumer, glass, recovered and sorted; at material recovery facility (MRF)","Post-consumer, glass, recovered and sorted; at material recovery facility, MRF",flow
749a5bc9-efeb-4dd5-b199-4b90dbebb917,"Coupling agent, at plant",Coupling agent; at plant,flow
6c54e74d-4140-320a-a9d5-4a2757604d09,"Phosphoric Acid, at plant",Phosphoric acid; at plant,flow
32ed714f-405b-4678-9589-c5c0b5e055d4,"Epoxy, at plant",Epoxy; at plant,flow
a735466d-beec-370a-af25-4065be1052ba,"Wood chips, at cellulosic fiberboard, NA",Wood chips; at cellulosic fiberboard,flow
9d96c5ba-95f2-3b74-932b-2d862a708008,"Corrugated board, mixed fibre, single wall, at plant","Corrugated board; mixed fibre, single wall; at plant",flow
6ce816f5-2917-3fb2-be40-5edf2d77acf3,"Alloying metals and additives, at plant",Alloying metals and additives; at plant,flow
efbe47b7-245f-3a4c-8a58-31c224d89591,"Excavation, hydraulic digger",Excavation; hydraulic digger,flow
6e44257e-d6c7-3689-83fa-d08d77d37466,"Pigment, at plant",Pigment; at plant,flow
18b83e89-156d-419c-b5a1-13b949bce256,"Steel; plate, at plant",Steel; plate; at plant,flow
f3d6e4c6-0323-3d9f-a843-b741d2a9b982,"Pyrolysis gasoline, at plant",Pyrolysis gasoline; at plant,flow
875f2fb1-fd74-453d-b83f-c87e877bda0f,"Flocculant, at plant",Flocculant; at plant,flow
f7c00d19-9601-373a-ba23-593e251b4dee,"Residual fuel oil, at refinery",Residual fuel oil; at refinery,flow
809eee80-5cb2-35f7-a94d-e8a842f0321b,Pulpwood; softwd; state or private dry forest; gentle slope; at forest rd,"Pulpwood, softwood; state or private dry forest, gentle slope; at forest road",flow
ada4bdda-6930-33b9-a9ce-1677e5503ecb,"Disposal, spoil, deposited","Disposal, spoil; deposited",flow
ac003090-67b7-4364-b690-807d12019627,"Disposal, hazardous waste, to incineration without energy recovery","Disposal, hazardous waste; to incineration without energy recovery",flow
7e842806-8f5e-3986-9a3b-a6398fae9cbf,"Heat, from landfill gas",Heat; from landfill gas,flow
5a83fa20-d4c9-35eb-8431-5b4d3027eb8f,"Polymethyl methacrylate, beads, at plant",Polymethyl methacrylate; beads; at plant,flow
24d63c98-0ea0-3e4b-ba17-a9608701b6c1,"Slag, production residue, recovered",Slag; production residue; recovered,flow
99479e91-ab64-3c73-86cb-d96373f37939,"Lubricant feedstock, at refinery",Lubricant feedstock; at refinery,flow
d9ad8e68-2219-3b76-a15c-917a26d62659,"Argon, liquid, at plant",Argon; liquid; at plant,flow
8850417f-b844-34b8-8f39-b373e9783d52,"Methylene diphenyl diisocyanate, MDI, resin, at plant","Methylene diphenyl diisocyanate, MDI; virgin resin; at plant",flow
73dd9f37-cb13-48d9-ada1-5a7edf1e9d3b,"Disposal, empty pails and drums, to sanitary landfill","Disposal, empty pails and drums; to sanitary landfill",flow
efd10a1b-966e-39f7-a12e-f47e7b9b28f7,"Disposal, tailings, unspecified","Disposal, tailings; unspecified",flow
e619bae5-8284-4a73-98bb-9b411c3e6d48,"Disposal, solid waste, unspecified, to unspecified land application","Disposal, solid waste; to unspecified land application",flow
c5441415-1a86-3b05-92d8-99a113bc3a52,"Thickener, at plant",Thickener; at plant,flow
96b0cece-30e8-4722-b142-33b803310ce2,"Polyvinyl chloride, PVC, waste","Polyvinyl chloride, PVC; waste",flow
d192864f-9a45-3cc5-a453-ddbdfc7fa6a4,"Carbon black, at plant",Carbon black; at plant,flow
e3e36b0b-cd9f-3394-924d-2e565e97d38d,"Propylene oxide, at plant",Propylene oxide; at plant,flow
fe62dde1-8a8f-4327-90f6-6a401b769853,"Disposal, chemical waste, to unspecified treatment","Disposal, radioactive waste; unspecified hazardous waste treatment",flow
391c6de4-5a94-4967-97e0-7d185b236480,"Biogas, burned in flare",Biogas; burned in flare,flow
0ccffa6e-2153-3245-b83c-3f86912d5cdb,"Cable, connector for computer, without plugs, at plant",Cable; connector for computer without plugs; at plant,flow
73238412-5bd2-39d3-a0e3-e0b2b9f1f81d,"Formic acid, at plant",Formic acid; at plant,flow
ae69b712-d8d2-41ef-a2c1-fb477807f742,"Methanol, at plant, kg",Methanol; at plant,flow
0cdd9079-9cf3-33c9-ab62-9d734c03f7df,"Mixed Alcohols, thermochemical process",Mixed alcohols; thermochemical process,flow
fa87a213-ff70-376d-bd16-6e60d36d8157,Pulpwood; softwd; state or private dry forest; steep slope; at forest rd,"Pulpwood, softwood; state or private dry forest, steep slope; at forest road",flow
0cc2880f-3b52-31dd-9eee-5f73b654e3c4,"Concrete Pipe, 78""","Concrete pipe; 78""",flow
7d60a38e-39ab-327d-92d3-c1e4012ac0ee,"Scanner, i1150 desktop and i1190 desktop",Scanner; i1150 desktop and i1190 desktop,flow
ab10ce80-b5a6-39c7-b09f-a8891da7f908,"Transport, school bus, gasoline powered",Transport; school bus; gasoline powered,flow
6cf4a5b2-0890-3733-99c9-9c7e05e8ebc7,"Transport, tractor and trailer",Transport; tractor and trailer,flow
6a73b431-8d03-30a0-a54f-1feb90124f47,"Agrochemicals, at plant",Agrochemicals; at plant,flow
aea9c59a-58e3-31bc-9007-b92318df2406,"Glue, at plant",Glue; at plant,flow
307136dc-e8b7-3d67-bd24-8b14cd666d45,"Ductile Iron Pipe, 6""","Ductile iron pipe; 6""",flow
e4372cdd-009e-4053-bc07-681d91e78791,"Methyl ethyl ketone, at plant",Methyl ethyl ketone; at plant,flow
51447292-5c8a-3369-8ab1-092bdaf61c38,"Steel product, primary structural, beams and columns, at plant","Steel product; primary structural, beams and columns; at plant",flow
bbcd8095-e1d5-3762-aa08-3efc8d1d2ec4,"Transport, single unit truck, diesel powered",Transport; single unit truck; diesel powered,flow
