uuid,old_name,new_name,type
64268081-0e35-398b-aa66-c9150f3fd3e5,"Scanner, i1150 desktop and i1190 desktop",Scanner; i1150 desktop and i1190 desktop,process
563c9d42-ae65-3751-800a-5e0505265b35,"Scanner, department, i4200, i4600","Scanner; department, i4200, i4600",process
50356d14-b626-4a38-babf-bf5657d08358,"Printer, AltaLink B8045/55 multi-functional device (MFD)",Printer; AltaLink B8045/55 multi-functional device,process
4ebf7eb3-53dc-48a7-863a-1ced3c0d2a4e,"Scanner, department, S2085f, S3100f","Scanner; department, S2085f, S3100f",process
42975a63-8c39-4d46-8b6b-34d9a7174295,"Scanner, desktop, E1025, E1035, S2040, S2050, S2060w, S2070, S2080w","Scanner; desktop, E1025, E1035, S2040, S2050, S2060w, S2070, S2080w",process
426fb3f3-87cb-38a1-b4dd-9da869db0067,"Scanner, department, i5800",Scanner; department; i5800,process
e919c83f-525b-3058-ae29-a85362b1b20e,"Ductile Iron Pipe, 35"" inch diameter; at plant; per linear foot","Ductile iron pipe; 35"" inch diameter; at plant",process
e4d7b23f-d913-32ba-838d-b222d01b20ce,"Ductile Iron Pipe, 12"" inch diameter; at plant; per linear foot","Ductile iron pipe; 12"" inch diameter; at plant",process
d8e8d817-3d15-3d2b-8dd8-3f5b733cd2ad,"Ductile Iron Pipe, 36"" inch diameter; at plant; per linear foot","Ductile iron pipe; 36"" inch diameter; at plant",process
ba17bfb9-b3b1-391f-8635-b9987fb6cabd,"Ductile Iron Pipe, 44"" inch diameter; at plant; per linear foot","Ductile iron pipe; 44"" inch diameter; at plant",process
b6838fda-8ab5-3d0b-9ce2-08d2346a07c5,"Ductile Iron Pipe, 10"" inch diameter; at plant; per linear foot","Ductile iron pipe; 10"" inch diameter; at plant",process
94dc458b-76a8-3589-9557-221c7499e7de,"Ductile Iron Pipe, 20"" inch diameter; at plant; per linear foot","Ductile iron pipe; 20"" inch diameter; at plant",process
78315fca-7132-345f-bdd2-605420eddfeb,"Ductile Iron Pipe,50"" inch diameter; at plant; per linear foot","Ductile iron pipe; 50"" inch diameter; at plant",process
7394ff08-eec4-4f81-8b0f-8880cd071207,"Ductile Iron Pipe, 60"" inch diameter; at plant; per linear foot","Ductile iron pipe; 60"" inch diameter; at plant",process
5e71644e-6793-3cf3-bfcb-50eb45aa4620,"Ductile Iron Pipe, 6"" inch diameter; at plant; per linear foot","Ductile iron pipe; 6"" inch diameter; at plant",process
59fb955e-b52d-3905-8458-82b162d53f28,"Ductile Iron Pipe, 8"" inch diameter; at plant; per linear foot","Ductile iron pipe; 8"" inch diameter; at plant",process
18b8bc59-90da-35be-b01e-f2fefe29c995,"Ductile Iron Pipe, 54"" inch diameter; at plant; per linear foot","Ductile iron pipe; 54"" inch diameter; at plant",process
1784b0f1-5494-3233-904f-8ed4315e029f,"Ductile Iron Pipe, 72"" inch diameter; at plant; per linear foot","Ductile iron pipe; 72"" inch diameter; at plant",process
133b6dfd-8bfe-3b6a-9d67-1ea4796bdecb,"Ductile Iron Pipe, 16"" inch diameter; at plant; per linear foot","Ductile iron pipe; 16"" inch diameter; at plant",process
0b27a86d-d4f0-374d-879b-1a1d608d45f3,"Ductile Iron Pipe, 24"" inch diameter; at plant; per linear foot","Ductile iron pipe; 24"" inch diameter; at plant",process
c493f95f-0143-3c66-b62a-3494133eb337,"Coil, coating, m2, at plant",Coil; coating; at plant,process
41ecdfe1-8026-3373-96c4-ee1921f2525c,"Galvanized steel coil, coated, at plant",Galvanized steel coil; coated; at plant,process
e9c2710d-9752-324a-bb0b-52b683e295b5,"Metal panel, insulated, at plant",Metal panel; insulated; at plant,process
e0aa6dd1-b3ac-30ab-bd56-64f96bfa4a1b,"Steel product, secondary structural, girts and purlins, at plant","Steel product; secondary structural, girts and purlins; at plant",process
ddf82e82-36e7-3c34-b6b6-6b96fd592a82,"Metal composite material (MCM) panel, at plant","Metal composite material, MCM, panel; at plant",process
7ba5512f-6769-3c2f-a676-75d2b860f4f5,"Metal panels, wall, at plant",Metal panels; wall; at plant,process
704d1ff7-6f9e-3f8c-84c3-b8340c3bccad,"Metal panels, roof, at plant",Metal panels; roof; at plant,process
60b5e1ee-3f9c-39e4-ad2f-68cfe3a71956,"Steel product, primary structural, beams and columns, at plant","Steel product; primary structural, beams and columns; at plant",process
08e766d4-ec5f-3426-a0d4-9533e55f9081,"Metal composite material (MCM) sheet, at plant","Metal composite material, mcm, sheet; at plant",process
7fa00b86-ca0f-321a-94a6-c8f68338a7cb,"Cladding, roll formed, at plant",Cladding; roll formed; at plant,process
f61ecd3b-fdba-3739-8051-1d4bb0c2d98e,"Precision sand casting, aluminum",Precision sand casting; aluminum,process
ab2436bc-97db-3154-898e-2c49ca4b698e,"Semi-permanent mold (SPM) casting, aluminum","Semi-permanent mold, SPM, casting; aluminum",process
a8c3ad24-992e-31e0-9e18-fdf0280875df,"Lost foam casting, aluminum",Lost foam casting; aluminum,process
076898a5-e1ce-3c50-9df4-6445fc0bb6aa,"Iron, sand casted",Iron; sand casted,process
7a0942f9-5fe3-3a78-aff1-9399fea7c14b,"Zinc, sheet",Zinc; sheet,process
230e8d51-1f4d-3459-be47-429b0b828add,"Zinc, Special High Grade",Zinc; special high grade,process
f525f32d-e3e4-3434-883d-e4b224a47524,"Aluminum, secondary, ingot, at plant, 1998",Aluminum; secondary ingot; at plant,process
eb50f56e-3104-3eb1-8d18-7add74f841e7,"Aluminum, secondary, extruded","Aluminum; secondary, extruded",process
caefe875-8560-3e7f-a8b7-a002485f75d6,"Anode, at plant",Anode; at plant,process
bcc68f88-debb-3fc3-93ee-5ceadcef0b14,"Aluminum, secondary ingot, at plant",Aluminum; secondary ingot; at plant,process
a9fd0eec-60dd-3506-8a22-6f8715f80f4e,"Aluminum, secondary, shape casted","Aluminum; secondary, shape casted",process
a8eb9a6a-e8e6-3da6-a3ab-20dcf68e883a,"Aluminum ingot, production mix, at plant",Aluminum ingot; production mix; at plant,process
9cc8fafa-e232-3d86-a473-6b5d04431999,"Aluminum, secondary, ingot, from beverage cans, at plant",Aluminum; secondary ingot from beverage cans; at plant,process
99963138-ddf9-3b32-9e93-69593d76cb08,"Aluminum, primary ingot, at plant",Aluminum; primary ingot; at plant,process
91beb684-4d04-38b9-8800-a274762a9d44,"Alumina, at plant",Alumina; at plant,process
77fe2197-8861-3569-8d85-07151789b1e7,"Aluminum, extrusion, at plant",Aluminum; extrusion; at plant,process
4b0fe164-84c7-31e2-a3fc-ff570cd264e1,"Aluminum, primary, smelt, at plant",Aluminum; primary smelt; at plant,process
3f888c9f-35e2-3162-bc14-49700cff888c,"Aluminum, secondary, rolled","Aluminum; secondary, rolled",process
3d53c055-f03b-381f-966e-6d61abbe88a0,"Aluminum, secondary, ingot, from automotive scrap, at plant",Aluminum; secondary ingot from automotive scrap; at plant,process
381d3e3d-29ae-3101-a95b-56a4cec08486,"Aluminum, hot rolling, at plant",Aluminum; hot rolling; at plant,process
2b196386-eb1a-352a-aeda-4d003144f6df,"Aluminum, cold rolling, at plant",Aluminum; cold rolling; at plant,process
21aeedbf-933a-3570-8b9e-a44dc6fa6637,"Aluminum, primary, ingot, at plant, 1998",Aluminum; primary ingot; at plant,process
0f02f4bf-055b-35ff-ac40-1a21be06165f,"Aluminum, sheet, coated, at plant",Aluminum; sheet coated; at plant,process
2250f2f2-7faa-3307-9534-ca78b371b4dd,"Steel, cold-formed studs and track, at plant",Steel; cold-formed studs and track; at plant,process
fb97ca58-8d24-3147-b08f-7788b67ab151,"Metallurgical coke, at plant",Metallurgical coke; at plant,process
f2ddc783-1192-43c8-aa84-938af62d8328,"Steel; plate, at plant",Steel; plate; at plant,process
dcfd311d-d8be-4c39-bd16-a5bd0dd9eec8,"Steel; hot-dip galvanised coil, at plant",Steel; hot-dip galvanised coil; at plant,process
cc886340-1e9e-40fc-8bae-87ea661f00c7,"Steel; cold rolled coil, at plant",Steel; cold rolled coil; at plant,process
ac54bc7d-5db5-3b4f-9175-5dd02f678312,"Steel, billets, at plant",Steel; billets; at plant,process
a591c53f-ce67-41da-b0c1-65b6d91a1a43,"Steel; hot rolled coil, at plant",Steel; hot rolled coil; at plant,process
88b44b36-2322-39a8-9c54-6b89b1b43cd4,"Iron and steel, production mix",Iron and steel; production mix,process
8560388b-7ea1-38b7-befc-fd25d5deb450,"Steel, stainless 304, quarto plate",Steel; stainless 304; quarto plate,process
5f23939e-be70-364e-95c2-baef329a95fe,"Steel, liquid, at plant",Steel; liquid; at plant,process
49f5324b-fc33-36e9-b5af-3c80d73492bd,"Steel, stainless 304, flat rolled coil",Steel; stainless 304; flat rolled coil,process
34897ebd-aa3d-347c-91ee-876c3f835fdb,"Steel, stainless 304, scrap",Steel; stainless 304; scrap,process
1b8709a5-5df4-4c52-85e4-dd6e7ed8deba,"Steel; sections, at plant",Steel; sections; at plant,process
137b2f94-e29e-4870-a2c2-20dafd441f1d,"Steel; pickled hot rolled coil, at plant",Steel; pickled hot rolled coil; at plant,process
2d50471f-ae3a-337b-9e53-6ff319e39b55,"E-glass, at plant",E-glass; at plant,process
d48fa04d-9401-3158-9ad1-8f37b902e397,"Calcium carbonate, ground, 30 micron, at plant",Calcium carbonate; ground; at plant; 30 micron,process
cdd860f4-48a6-3436-b86d-04424f8ee9d2,"Calcium carbonate, ground, 20 micron, at plant",Calcium carbonate; ground; at plant; 20 micron,process
a477d05f-35a7-399e-9128-d2b4ce8265d6,"Gypsum wallboard product, type X, 0.625 inch (15.875 mm)","Gypsum wallboard product; type X; 0.625 inch, 15.875 mm",process
9c0c2415-126f-3162-8479-f002f315a8c7,"Quicklime, at plant",Quicklime; at plant,process
85b81e30-2422-36fc-8144-1459b1b993b2,"Gypsum wallboard product, regular, 0.5 inch (12.7 mm)","Gypsum wallboard product; regular; 0.5 inch, 12.7 mm",process
48be22f1-e30c-3e4a-8832-a9c5ed32350b,"Calcium carbonate, ground, fine slurry, 3 micron, at plant","Calcium carbonate; ground, fine slurry; at plant; 3 micron",process
34487c89-62dd-3d4e-98dd-06f0c382cc17,"Calcium carbonate, ground, fine treated, 3 micron, at plant",Calcium carbonate; ground fine treated; at plant; 3 micron,process
247aa74a-8368-37b1-a090-96a1428ef30f,"Calcium carbonate, ground, screened grade, at plant","Calcium carbonate; ground, screened grade; at plant",process
c90c7691-78a0-3457-8bc5-122d05b49c38,"Concrete Pipe, 54"" inch diameter; at plant; per linear foot","Concrete pipe; 54"" inch diameter; at plant",process
c3aa19a5-68de-30df-8e6a-150e62f4e25f,"Concrete Pipe, 6"" inch diameter; at plant; per linear foot","Concrete pipe; 6"" inch diameter; at plant",process
c2bd01a2-0644-358b-8104-7812fb30ed8d,"Concrete Pipe, 84"" inch diameter; at plant; per linear foot","Concrete pipe; 84"" inch diameter; at plant",process
951c8e45-9267-36fc-873b-9af0718574e4,"Concrete Pipe, 78"" inch diameter; at plant; per linear foot","Concrete pipe; 78"" inch diameter; at plant",process
75c2d103-d0c7-36ed-80c6-36c2a16f77fa,"Concrete Pipe, 8"" inch diameter; at plant; per linear foot","Concrete pipe; 8"" inch diameter; at plant",process
62993671-574c-3fc5-b66a-6be3bb21ad3d,"Portland cement, at plant",Portland cement; at plant,process
4e590e0c-3773-3db7-9515-728fde75ab55,"Concrete Pipe, 60"" inch diameter; at plant; per linear foot","Concrete pipe; 60"" inch diameter; at plant",process
4435ce44-a5bc-331a-bd40-5c60994d8d85,"Concrete Pipe, 72"" inch diameter; at plant; per linear foot","Concrete pipe; 72"" inch diameter; at plant",process
43ad0362-1490-36bd-a23b-65a6bd1c82fd,"Concrete Pipe, 12"" inch diameter; at plant; per linear foot","Concrete pipe; 12"" inch diameter; at plant",process
3efbebec-e0c2-3136-855a-b278f31d3306,"Concrete Pipe, 50"" inch diameter; at plant; per linear foot","Concrete pipe; 50"" inch diameter; at plant",process
2013d3cd-dd12-316f-aac9-4983529b083c,"Concrete Pipe, 36"" inch diameter; at plant; per linear foot","Concrete pipe; 36"" inch diameter; at plant",process
ddb25171-80c6-3e14-879b-4371febbc0ad,"Open molding, rigid composites part, at plant",Open molding; rigid composites part; at plant,process
d91ee594-22ae-390a-93ed-1f6b7be34714,"Single-ply, white, polyester reinforced PVC roofing membrane, 60 mils - 1.524 mm","Single-ply white polyester reinforced PVC roofing membrane; 60 mils, 1.524 mm",process
d5b7de33-7b2e-3807-9790-76a0254cc6bf,"Single-ply, white, polyester reinforced PVC roofing membrane, 80 mils - 2.032 mm","Single-ply white polyester reinforced PVC roofing membrane; 80 mils, 2.032 mm",process
ab334aaf-bfe1-3785-91c5-3de1dc34c01b,"Compression molding, rigid composites part, at plant",Compression molding; rigid composites part; at plant,process
9fe670f2-0846-377e-8b15-db170d54ac32,"Injection molding, rigid LLDPE part, at plant",Injection molding; rigid LLDPE part; at plant,process
89a2b59a-1ca2-34f5-acc8-a8eaaa6fa870,"Injection molding, rigid polypropylene part, at plant",Injection molding; rigid polypropylene part; at plant,process
73b0cd92-2167-3036-b1bc-df05a09828fc,"Open mold casting, rigid composites part, at plant",Open mold casting; rigid composites part; at plant,process
66691548-5be9-3c87-bf87-2f38136bc7bf,"EPS insulation board, at plant",EPS insulation board; at plant,process
662f589e-3363-3b4d-92a4-c98f68bc3339,"Single-ply, white, polyester reinforced PVC roofing membrane, 48 mils - 1.219 mm","Single-ply white polyester reinforced PVC roofing membrane; 48 mils, 1.219 mm",process
3614b7fc-8ce3-396c-a092-cce24460b44f,"Single-ply, white, polyester reinforced PVC roofing membrane, 40 mils - 1.016 mm","Single-ply white polyester reinforced PVC roofing membrane; 40 mils, 1.016 mm",process
26f39b7c-389c-4903-8f09-6ef5e95876cc,"Stretch film, linear low density polyethylene; at plant","Stretch film, linear low density polyethylene, LLDPE; at plant",process
21ca86bd-890c-3ede-a79c-09e42f9b9ca2,"Secondary bonding application, rigid composites part, at plant",Secondary bonding application; rigid composites part; at plant,process
18c37a18-0ddd-3944-b9b1-458410215233,"Thermoforming, rigid polypropylene part, at plant",Thermoforming; rigid polypropylene part; at plant,process
01152bc2-5e31-3b8c-a40f-42289905c771,"Vacuum infusion, rigid composites part, at plant",Vacuum infusion; rigid composites part; at plant,process
f7b7280d-f372-3a4b-86cf-caa588ca67ea,Recycled postconsumer polyethylene terephthalate (PET) flake; at plant,"Recycled postconsumer polyethylene terephthalate, PET, flake; at plant",process
b15aa6b2-a8be-3afc-a149-0a1a13facb12,Recycled postconsumer high-density polyethylene (HDPE) pellet; at plant,"Recycled postconsumer high-density polyethylene, HDPE, pellet; at plant",process
22ebc7fb-f03f-37dc-be57-b73d2c577414,Recycled postconsumer polyethylene terephthalate (PET) pellet; at plant,"Recycled postconsumer polyethylene terephthalate, PET, pellet; at plant",process
185648c2-334e-419c-bf16-bb95e258f6bb,Recycled postconsumer polypropylene (PP) pellet; at plant,"Recycled postconsumer polypropylene, PP, pellet; at plant",process
17664c37-72c0-4813-a4b9-93f962962c63,Recycled postconsumer high-density polyethylene (HDPE) flake; at plant,"Recycled postconsumer high-density polyethylene, HDPE, flake; at plant",process
a9114429-6fce-3296-b5d3-f0163e3fd76f,"Glycerine, at plant",Glycerine; at plant,process
dacaeae9-aeed-3366-912d-6a31de09eef9,"Nitrogen fertilizer, production mix, at plant",Nitrogen fertilizer; production mix; at plant,process
33f08f48-349e-31f1-b600-aa7e9713ca50,"Ammonia, steam reforming, liquid, at plant","Ammonia; steam reforming, liquid; at plant",process
1654c887-0b9c-3434-b9c1-371e3adb3dde,"Phosphorous fertilizer, production mix, at plant",Phosphorous fertilizer; production mix; at plant,process
ff8209b1-8045-33a2-97fa-10176c57b0bd,Styrene-butadiene-styrene (SBS) block copolymer; average consumption mix; at plant,"Styrene-butadiene-styrene, SBS, block copolymer; average consumption mix; at plant",process
fa60e60f-73f0-3e20-bb3a-073e4a9469cc,"Polybutadiene, butadiene rubber; at plant",Polybutadiene; butadiene rubber; at plant,process
e281027f-cf37-32f2-af55-234cb0cb4fa4,"Polylactide, PLA, biopolymer resin, at plant","Polylactide, PLA; biopolymer resin; at plant",process
d65a4cea-4732-3b43-b305-a876438bfe51,"Soy-based resin, at plant",Soy-based resin; at plant,process
d1c572b0-c244-3193-81fb-3a64bfb13e4d,"Polystyrene, high impact, HIPS, resin; at plant","High impact polystyrene, HIPS; resin; at plant",process
d1bf60a0-272b-3ef0-951c-7febc0546d58,"Methylene diphenyl diisocyanate, MDI; at plant, mass alloc","Methylene diphenyl diisocyanate, MDI; mass alloc; at plant",process
cf1241fd-8c01-3412-9030-8650b8e75669,"Polystyrene, expanded, EPS, virgin resin; batch suspension polymerization; industry average, at plant","Expanded polystyrene, EPS; virgin resin, batch suspension polymerization; at plant",process
cd04cced-a75c-30c6-b05f-1fe6fbefb934,"Phenol formaldehyde resin, neat, 47% solids",Phenol formaldehyde resin; neat; 47% solids,process
ccd72499-f6f6-45d1-856a-e8833f80dec8,"Pultruded product, at plant",Pultruded product; at plant,process
c11f6f12-269d-3c4c-9ab0-6995cd5d8af2,"Melamine urea formaldehyde, MF, resin, at plant","Melamine urea formaldehyde, MF; resin; at plant",process
91c096d9-987d-34c6-90c0-3c672b467086,"Unsaturated polyester, UPR, resin, at plant","Unsaturated polyester, UPR; resin; at plant",process
6f2532e9-d9c0-368e-89a2-0bd48adb4dab,"Toluene diisocyanate, TDI; at plant; mass alloc","Toluene diisocyanate, TDI; mass alloc; at plant",process
6ce2af92-11dd-3e96-8f77-4d215ac13b96,"Melamine urea formaldehyde, MF, resin, neat, 60% solids","Melamine urea formaldehyde, MF; resin, neat; 60% solids",process
6a12cba1-889d-4515-90f8-89feb8d662f2,"Polyethylene, low-density, LDPE, virgin resin, at plant","Low-density polyethylene, LDPE; virgin resin; at plant",process
5b069a14-422d-4fcc-9516-3cece8a8dddd,"Carbon fiber, reinforced polymer; at plant",Carbon fiber; reinforced polymer; at plant,process
4b835425-fd68-337c-8e35-a4ddfb5b628a,"Urea formaldehyde, UF, resin, neat, 65% solids","Urea formaldehyde, UF; resin, neat; 65% solids",process
44a82a4a-95fd-3c31-9829-cf0763dd3a93,"Polyol ether, for flexible foam polyurethane production, at plant",Polyol ether; for flexible foam polyurethane production; at plant,process
401862df-2017-386b-807e-5892047e02be,"Phenol resorcinol formaldehyde resin, at plant",Phenol resorcinol formaldehyde resin; at plant,process
3dbccdda-2014-4239-ad1f-4e15c034942b,"Polyvinyl chloride resin, suspension grade PVC; at plant","Polyvinyl chloride resin, PVC; suspension grade; at plant",process
3a287ab1-de41-3e89-bf5a-be7f3b97281b,"Melamine urea formaldehyde, MF, hardener, at plant","Melamine urea formaldehyde, MF; hardener; at plant",process
37a4ae86-eca4-4264-92d6-549534fb2262,"Toluene diisocyanate, TDI; at plant; mass and elemental alloc","Toluene diisocyanate, TDI; mass and elemental alloc; at plant",process
353b477b-8319-3538-b2a4-c771e17424de,"Phenol resorcinol formaldehyde resin, neat, 60% solids",Phenol resorcinol formaldehyde resin; neat; 60% solids,process
2e8facf6-46aa-4ddb-95de-a4e2a00eb2bb,"Polypropylene, PP, virgin resin, at plant","Polypropylene, PP; virgin resin; at plant",process
2b2f738d-2044-462f-ba56-5112ee683cb6,"Polyethylene terephthalate, PET, virgin resin, at plant","Polyethylene terephthalate, PET; virgin resin; at plant",process
29a4c9a9-eca6-403c-9a88-4e12b6c33933,Styrene-butadiene-styrene (SBS) block copolymer; average consumption mix; at plant,"Styrene-butadiene-styrene, SBS, block copolymer; average consumption mix; at plant",process
2712f03a-80fe-4a2b-9005-ca9ba99f7eb3,"Polyethylene, high density, HDPE, virgin resin, at plant","High density polyethylene, HDPE; virgin resin; at plant",process
1dbafde2-2bc3-405c-9726-4d92fe7d29f9,"Polyethylene, linear low-density, LLDPE, virgin resin, at plant","Linear low-density polyethylene, LLDPE; virgin resin; at plant",process
1d7ac207-310f-3366-8f9c-e951b61d31ce,"Polyol ether, for rigid foam polyurethane production, at plant",Polyol ether; for rigid foam polyurethane production; at plant,process
13821cca-f344-37b9-a367-0467be778061,"Polystyrene, general purpose, GPPS, resin; at plant","General purpose polystyrene, GPPS; resin; at plant",process
0f0458b0-7af8-4194-b2b9-35fe606b1526,"Methylene diphenyl diisocyanate, MDI; at plant, mass and elemental alloc","Methylene diphenyl diisocyanate, MDI; mass and elemental alloc; at plant",process
0e42a306-ee2d-362e-8bc3-580000096459,"Acrylonitrile-butadiene-styrene, ABS, copolymer resin, at plant","Acrylonitrile-butadiene-styrene, ABS; copolymer resin; at plant",process
0d1d9f2b-1295-328a-82a0-1f43b135007b,"Soy-based polyol, at plant",Soy-based polyol; at plant,process
0bb53c29-31b1-3e8c-87ac-a2ef6793f8f2,"Phenol formaldehyde, at plant",Phenol formaldehyde; at plant,process
09f2356f-629a-3305-8411-99967cf4a9b3,"Phenol resorcinol formaldehyde hardener, at plant",Phenol resorcinol formaldehyde hardener; at plant,process
fa3871c0-d563-3300-9ec7-f26aafdabfa5,"Propylene oxide, at plant",Propylene oxide; at plant,process
f179f70b-5b18-4602-9513-18ed79485ac7,"Hydrogen, chlor-alkali average, membrane cell; at plant","Hydrogen; chlor-alkali average, membrane cell; at plant",process
e4a61018-9f98-3049-95c1-33b1acaa904e,"Acetic acid, at plant",Acetic acid; at plant,process
e07beee7-4b4c-350a-bcaf-ec71882bbb69,"Benzene, at plant",Benzene; at plant,process
e0368d96-44a3-3628-8220-e6ae975b0931,"Carbon monoxide, at plant",Carbon monoxide; at plant,process
da8e9d9f-c0e2-3c9b-9d0a-f7e5f1667639,"Ethanol, denatured, at refueling station, 2022",Ethanol; denatured; at refueling station,process
d9cadd89-4203-375a-903a-63197cd29c6a,"Ethanol, denatured, forest residues, thermochem","Ethanol; denatured; forest residues, thermochem",process
d42c11eb-98d2-3cf5-add5-d7c65431bfa3,"Potassium sulphate alum, as K2O, hardboard","Potassium sulphate alum, as K2O; hardboard",process
d32a7e23-c6c0-400a-8134-656a3e13c11f,"Paraxylene, at plant, kg",Paraxylene; at plant,process
a626a6b9-3877-36f5-ac98-f5844b6348dd,"Fuel grade uranium, at regional storage",Fuel grade uranium; at regional storage,process
9fcf5696-e172-42da-a010-e8d577e2bbd7,"Xylenes, mixed, produced from naphtha, at plant, kg","Xylenes; mixed, produced from naphtha; at plant",process
9f8a4892-e27e-4cc5-af91-7bdfd600dee7,"Hydrogen; solid oxide electrolysis, at plant",Hydrogen; solid oxide electrolysis; at plant,process
9ee66dd5-dcc9-3e94-9da3-3a7cc6cddeb3,"Hydrochloric acid, without water, in 30% solution state, at plant ","Hydrochloric acid, HCl; without water, in 30% solution state; at plant",process
8e3e47ea-ed49-329e-8931-29115917bc81,"Ethanol, denatured, corn dry mill","Ethanol; denatured, corn dry mill",process
7aa8e2ff-0e2f-3e6c-b168-ec5168b4be6a,"Ethanol, denatured, wheat straw, biochemical","Ethanol; denatured; wheat straw, biochemical",process
7a2565f8-4a48-3263-9bc9-bcb28dbd58ad,"Oxygen, liquid, at plant",Oxygen; liquid; at plant,process
6b0d74c7-e880-4b93-aa2f-b777ac183f84,"Methanol, at plant, kg",Methanol; at plant,process
64c379de-b24a-36d0-9170-d61d9d9d7278,"Ethanol, 85%, at blending terminal, 2022",Ethanol; 85%; at blending terminal,process
5d274fc8-65f3-3f3a-a583-f12cace7c494,"Butadiene, at plant",Butadiene; at plant,process
5a782377-d196-304c-baec-fea559a4dfe2,"Enzyme, Glucoamylase, Novozyme Spirizyme","Enzyme; glucoamylase, novozyme spirizyme",process
520ecb54-7b55-42ca-97c3-4b8192189356,"Ethylene, materials production, organic compound, at plant, kg",Ethylene; at plant,process
4eaec911-05e8-304e-b7a6-98ce06fc9820,"Hydrogen, liquid, synthesis gas, at plant","Hydrogen; liquid, synthesis gas; at plant",process
49d309a8-0c93-4eeb-a342-2fe2254a0bec,"Propylene, materials production, organic compound, at plant, kg",Propylene; at plant,process
3dd59224-ecba-3fb1-a2c9-9c01947b08b1,"Enzyme, Cellulase, Novozyme Celluclast","Enzyme; cellulase, novozyme celluclast",process
391ccf45-4b61-37e9-a2f2-3e19afc0d4ef,"Enzyme, Alpha-amylase, Novozyme Liquozyme","Enzyme; alpha-amylase, novozyme liquozyme",process
2d57ab6d-6b06-32e6-a44b-8ffcd5d94176,"Toluene, at plant",Toluene; at plant,process
2a78de43-fdf2-4c5f-b527-89db6568ace8,"Ethylene glycol, materials production, organic compound, at plant, kg",Ethylene glycol; at plant,process
1fe9b61c-f684-3584-a5e9-98677caee0f3,"Soy biodiesel, production, at plant",Soy biodiesel; at plant,process
1b6afe73-a064-33a3-87b0-265ae10851e9,"Sulfuric acid, at plant",Sulfuric acid; at plant,process
19b638bc-033c-3812-a020-18eb2ff8e8eb,"Pyrolysis gasoline, at plant",Pyrolysis gasoline; at plant,process
1975f735-687a-39ea-96e7-e890e5a5bb51,"Ethanol, denatured, mixed feedstocks, at conversion facility, 2022",Ethanol; denatured; mixed feedstocks; at conversion facility,process
136cbdd8-ef76-3834-904d-6fce42b2b660,"Ethylene oxide, at plant",Ethylene oxide; at plant,process
0d4adbb3-81bb-45c5-bf26-734c76ff3108,"Hydrochloric acid, HCl; MDI coproduct; at plant, 100% HCl","Hydrochloric acid, HCl; MDI coproduct; at plant; 100% HCl",process
0898854c-e38f-3d23-880f-f8da7d65ca0c,"Ethanol, denatured, switchgrass, biochemical","Ethanol; denatured; switchgrass, biochemical",process
0879167f-989b-3e3b-b9c5-3c07ea0a3f8e,"Ethanol, denatured, corn stover, biochemical","Ethanol; denatured, corn stover, biochemical",process
98d423fc-789a-42d0-b961-18a96bc6491c,"Lubricant feedstock, at refinery",Lubricant feedstock; at refinery,process
874dc726-50f1-300b-958f-9335fd1c53cd,"White mineral oil, at plant",White mineral oil; at plant,process
70d2004a-9f80-48ce-a86c-50e85dd6a637,"Petroleum refined, for material use, at plant",Petroleum refined; for material use; at plant,process
3ca7a144-e2f3-4963-8c63-768cf0853cee,"Petroleum refined, for energy use, at plant",Petroleum refined; for energy use; at plant,process
2c79b9d3-e5f9-34a8-990e-b7d6f9e4dd08,"Slack wax, at plant, US SE",Slack wax; at plant,process
0aaf1e13-5d80-37f9-b7bb-81a6b8965c71,"Petroleum refining, at refinery",Petroleum refining; at refinery,process
9c10be0f-e38e-4551-b8b5-eef65fa27dcc,"Corrugated product, 100% recycled, at mill",Corrugated product; 100% recycled; at mill,process
726dea3f-ddee-3b80-89d9-a86dc464308d,"Scanner, packaging and information sheets",Scanner; packaging and information sheets,process
226ed3c2-e020-4c95-b1fc-4559fc2d18ac,"Corrugated product, average production, at mill",Corrugated product; average production; at mill,process
1296738e-d64f-3837-a793-bc33f491e292,"Packaging and information sheets, i2900 desktop scanner",Packaging and information sheets; i2900 desktop scanner,process
f9cf891e-fd8c-304c-9707-4a7e390b9e75,"Paper, bag and sack, unbleached kraft, average production, at mill",Paper bag and sack; unbleached kraft; at mill,process
d549cd32-3e84-327e-86e8-452772ff7c56,"LPG, combusted in industrial boiler, at pulp and paper mill (EXCL.)",LPG; combusted in industrial boiler; at pulp and paper mill,process
cbf4023b-71f7-36b7-8c45-ea43bc2f108c,"Pulp, kraft market, bleached, average production, at mill","Pulp; kraft market, bleached; at mill",process
c245a252-0860-41d2-9789-802bab7984ab,"Containerboard, average production, at mill",Containerboard; at mill,process
b6884185-30b8-391a-9dff-dbded4429a66,"Hog fuel, pur., combusted in industrial boiler, at pulp and paper mill (EXCL.)",Hog fuel; purified combusted in industrial boiler; at pulp and paper mill,process
a515132e-c816-34ea-9773-d56c11dc1cb0,"TDF, combusted in industrial boiler, at pulp and paper mill (EXCL.)",TDF; combusted in industrial boiler; at pulp and paper mill,process
a336a2a7-c6a8-38a5-81e3-2709095fd85f,"Fuels, burned at uncoated mechanical paper, average production, at mill",Fuels; burned at uncoated mechanical paper; at mill,process
